,carat,depth,table,price,x,y,z,Cut_num,Clarity_num,Color_num
32928,0.41,61.3,60.0,811,4.77,4.82,2.94,3,6,2
32929,0.41,61.7,54.0,811,4.78,4.81,2.96,5,4,4
32930,0.37,62.7,56.0,811,4.55,4.6,2.87,5,4,6
32931,0.37,61.0,59.0,811,4.59,4.63,2.81,4,4,6
32932,0.37,60.3,58.0,811,4.63,4.66,2.8,4,4,6
32933,0.37,61.9,53.0,811,4.62,4.65,2.87,5,4,6
32934,0.37,61.5,58.0,811,4.61,4.66,2.85,4,4,6
32935,0.37,62.5,56.0,811,4.58,4.61,2.87,5,4,6
32936,0.34,61.9,57.0,459,4.49,4.52,2.79,5,3,2
32937,0.34,60.2,57.0,459,4.5,4.54,2.72,5,3,2
32938,0.34,62.8,57.0,459,4.43,4.45,2.79,3,3,2
32939,0.34,60.0,58.0,459,4.51,4.55,2.72,4,3,2
32940,0.34,62.3,55.0,459,4.42,4.47,2.77,5,3,2
32941,0.34,62.4,56.0,459,4.45,4.49,2.79,5,3,2
32942,0.34,61.7,56.0,459,4.51,4.54,2.79,3,3,2
32943,0.34,61.9,57.0,459,4.44,4.48,2.76,5,3,2
32944,0.33,60.0,56.0,460,4.52,4.55,2.73,3,2,4
32945,0.25,62.2,54.0,460,4.03,4.07,2.52,5,4,5
32946,0.25,62.3,53.0,460,4.02,4.07,2.52,5,5,4
32947,0.35,63.8,56.0,460,4.45,4.48,2.85,2,2,5
32948,0.35,62.8,55.0,460,4.48,4.53,2.83,3,2,5
32949,0.35,62.2,58.0,460,4.49,4.54,2.81,4,5,1
32950,0.24,61.7,57.0,461,3.99,4.02,2.47,3,4,6
32951,0.24,61.3,54.0,461,4.02,4.07,2.47,3,4,5
32952,0.24,61.0,57.0,461,4.01,4.04,2.45,3,5,5
32953,0.24,62.4,56.0,461,3.96,3.97,2.47,3,5,6
32954,0.31,62.4,54.0,461,4.32,4.35,2.7,5,7,1
32955,0.31,61.9,54.0,461,4.33,4.36,2.69,5,5,2
32956,0.32,61.4,55.0,461,4.4,4.46,2.72,5,3,4
32957,0.32,61.3,57.0,461,4.42,4.45,2.72,5,3,4
32958,0.3,62.3,56.0,461,4.27,4.3,2.67,5,3,5
32959,0.3,62.5,57.0,461,4.27,4.31,2.68,5,3,5
32960,0.32,62.3,60.0,461,4.36,4.4,2.73,4,3,3
32962,0.32,63.0,59.0,461,4.33,4.37,2.74,3,3,3
32963,0.32,63.1,58.0,461,4.33,4.36,2.74,2,3,3
32964,0.32,63.7,55.0,461,4.3,4.33,2.75,2,3,3
32965,0.32,62.6,55.0,461,4.37,4.38,2.74,3,3,3
32966,0.37,59.5,59.0,811,4.64,4.71,2.78,3,4,6
32967,0.37,61.8,59.0,811,4.56,4.6,2.83,3,4,6
32968,0.37,61.1,57.0,811,4.63,4.66,2.84,3,4,6
32969,0.37,62.0,57.0,811,4.6,4.63,2.86,5,4,6
32970,0.37,62.6,56.0,811,4.56,4.61,2.87,5,4,6
32971,0.37,58.9,61.0,811,4.66,4.68,2.75,3,4,6
32972,0.37,61.7,56.0,811,4.61,4.63,2.85,5,5,5
32973,0.37,61.6,57.0,811,4.61,4.65,2.85,5,4,6
32974,0.37,61.1,57.0,811,4.61,4.65,2.83,5,5,5
32975,0.37,62.3,59.0,811,4.56,4.59,2.85,3,4,6
32976,0.37,61.5,56.0,811,4.59,4.62,2.83,5,4,6
32977,0.37,61.2,57.0,811,4.58,4.64,2.82,5,4,6
32978,0.37,62.3,56.0,811,4.56,4.59,2.85,5,4,6
32979,0.37,63.0,58.0,811,4.53,4.58,2.87,3,4,6
32980,0.37,59.1,60.0,811,4.66,4.68,2.76,4,4,6
32981,0.3,61.0,56.0,812,4.33,4.39,2.66,5,6,6
32982,0.38,61.6,57.0,812,4.65,4.61,2.85,4,2,6
32983,0.38,61.1,58.0,812,4.68,4.62,2.84,4,2,7
32984,0.38,61.1,56.0,812,4.71,4.65,2.86,5,2,7
32985,0.38,62.1,55.0,812,4.65,4.62,2.88,4,2,7
32986,0.38,62.5,58.0,812,4.61,4.58,2.87,4,4,2
32987,0.38,61.7,59.0,812,4.64,4.6,2.85,4,4,2
32988,0.38,61.5,58.0,812,4.62,4.61,2.84,4,4,2
32989,0.38,61.8,59.0,812,4.64,4.61,2.86,4,4,2
32990,0.38,60.2,58.0,812,4.75,4.69,2.84,4,4,2
32991,0.38,59.7,60.0,812,4.68,4.66,2.79,4,3,3
32992,0.38,61.2,62.0,812,4.66,4.62,2.84,4,3,3
32993,0.38,63.3,57.0,812,4.62,4.58,2.91,3,3,3
32994,0.38,59.2,61.0,812,4.72,4.67,2.78,4,2,7
32995,0.38,61.2,57.0,812,4.71,4.67,2.87,5,2,6
32996,0.44,61.9,57.0,813,4.86,4.89,3.01,3,5,2
32997,0.34,60.4,56.0,813,4.52,4.55,2.74,5,7,4
32998,0.3,61.0,56.0,813,4.34,4.38,2.66,5,7,6
32999,0.32,60.9,56.0,813,4.41,4.43,2.69,5,7,6
33000,0.38,61.5,55.0,813,4.67,4.7,2.88,5,4,6
33001,0.44,61.1,56.0,813,4.92,4.94,3.01,5,3,4
33002,0.3,61.8,55.0,813,4.33,4.35,2.68,5,8,4
33003,0.4,64.7,58.0,813,4.63,4.67,3.01,1,4,6
33004,0.43,58.3,62.0,813,4.97,4.91,2.88,4,2,5
33005,0.41,61.4,59.2,813,4.76,4.78,2.93,3,4,4
33006,0.31,64.2,60.0,813,4.22,4.28,2.73,2,8,6
33007,0.3,60.7,55.0,814,4.35,4.36,2.65,3,6,6
33008,0.3,61.1,57.0,814,4.31,4.33,2.64,3,7,5
33009,0.3,62.6,56.0,814,4.27,4.29,2.68,3,7,5
33010,0.4,59.1,60.0,814,4.81,4.84,2.85,3,4,6
33011,0.31,56.7,60.0,814,4.57,4.5,2.57,2,5,5
33012,0.31,54.2,63.0,814,4.61,4.51,2.47,1,4,6
33013,0.31,60.2,55.0,814,4.43,4.45,2.67,5,6,5
33014,0.33,60.9,56.0,814,4.45,4.48,2.72,5,6,6
33015,0.33,61.2,56.0,814,4.46,4.5,2.74,5,6,6
33016,0.33,61.2,56.0,814,4.44,4.48,2.73,5,6,6
33017,0.3,61.7,57.0,814,4.33,4.36,2.68,5,6,7
33018,0.3,62.0,53.0,814,4.33,4.35,2.69,5,6,7
33019,0.3,61.9,55.0,814,4.28,4.31,2.66,5,6,7
33020,0.3,61.6,58.0,814,4.29,4.32,2.65,5,6,7
33021,0.3,61.7,55.0,814,4.33,4.36,2.68,5,6,7
33022,0.3,61.6,57.0,814,4.31,4.32,2.66,5,6,7
33023,0.3,62.4,54.0,814,4.3,4.32,2.69,5,6,7
33024,0.3,60.7,58.0,814,4.3,4.33,2.62,5,6,7
33025,0.3,62.1,57.0,814,4.27,4.3,2.66,5,6,7
33026,0.3,62.2,55.0,814,4.32,4.33,2.69,5,6,7
33027,0.32,61.2,55.0,814,4.41,4.44,2.71,5,7,4
33028,0.32,61.4,57.0,814,4.39,4.41,2.7,5,7,4
33029,0.32,61.9,55.0,814,4.43,4.46,2.75,5,7,4
33030,0.32,61.2,55.0,814,4.41,4.44,2.71,5,7,4
33031,0.32,61.7,56.0,814,4.4,4.42,2.72,5,7,4
33032,0.32,61.6,55.0,814,4.43,4.47,2.74,5,7,4
33033,0.32,61.4,57.0,814,4.42,4.44,2.72,5,7,4
33034,0.32,61.1,55.0,814,4.43,4.45,2.71,5,7,4
33035,0.32,61.1,55.0,814,4.45,4.48,2.73,5,7,4
33036,0.32,62.2,53.0,814,4.42,4.45,2.76,5,7,4
33038,0.32,61.8,55.0,814,4.4,4.43,2.73,5,7,4
33039,0.32,61.8,54.0,814,4.41,4.43,2.73,5,7,4
33040,0.32,61.8,54.0,814,4.4,4.43,2.73,5,7,4
33042,0.3,62.2,57.0,814,4.28,4.31,2.67,5,7,5
33043,0.3,61.6,58.0,814,4.27,4.3,2.64,5,7,5
33044,0.3,62.6,55.0,814,4.28,4.31,2.69,5,7,5
33045,0.3,61.6,55.0,814,4.33,4.37,2.68,5,7,5
33046,0.3,62.5,57.0,814,4.26,4.29,2.67,5,7,5
33047,0.3,61.9,54.0,814,4.35,4.37,2.7,5,7,5
33048,0.3,62.1,54.0,814,4.32,4.35,2.69,5,7,5
33049,0.3,61.5,58.0,814,4.3,4.32,2.65,5,7,5
33050,0.3,61.9,58.0,814,4.26,4.3,2.65,5,7,5
33051,0.3,62.5,55.0,814,4.26,4.29,2.67,5,7,5
33053,0.3,61.1,56.0,814,4.33,4.38,2.66,5,7,5
33054,0.3,62.0,58.0,814,4.26,4.29,2.65,5,7,5
33055,0.3,62.2,56.0,814,4.28,4.3,2.67,5,7,5
33056,0.3,61.9,56.0,814,4.3,4.33,2.67,5,7,5
33057,0.3,61.9,57.0,814,4.3,4.32,2.67,5,7,5
33058,0.3,62.2,56.0,814,4.27,4.31,2.67,5,7,5
33059,0.32,61.2,56.0,814,4.4,4.42,2.7,5,8,3
33060,0.32,61.8,55.0,814,4.42,4.45,2.74,5,8,3
33061,0.32,61.1,56.0,814,4.45,4.48,2.73,5,8,3
33062,0.32,61.2,57.0,814,4.41,4.44,2.71,5,8,3
33063,0.32,61.6,55.0,814,4.41,4.42,2.72,5,8,3
33064,0.32,62.6,54.0,814,4.38,4.4,2.75,5,8,3
33065,0.32,62.0,55.0,814,4.39,4.42,2.73,5,8,3
33067,0.32,61.4,55.0,814,4.42,4.47,2.73,5,8,3
33068,0.32,62.2,54.0,814,4.37,4.41,2.73,5,8,3
33069,0.32,62.1,54.0,814,4.41,4.45,2.75,5,8,3
33070,0.4,64.4,56.0,814,4.62,4.67,2.99,2,4,7
33071,0.26,62.7,55.0,814,4.1,4.07,2.56,5,7,5
33072,0.26,61.7,56.0,814,4.11,4.09,2.53,5,7,6
33073,0.26,60.9,59.0,814,4.12,4.09,2.5,4,7,6
33074,0.42,58.5,60.0,814,4.94,4.91,2.88,4,2,6
33075,0.47,61.5,62.0,814,5.01,4.95,3.06,4,2,2
33076,0.3,60.2,57.0,814,4.37,4.3,2.61,4,5,6
33077,0.3,61.4,59.0,814,4.32,4.28,2.64,4,5,6
33078,0.32,60.8,59.0,814,4.43,4.45,2.7,4,7,6
33079,0.32,62.5,56.0,814,4.38,4.42,2.75,5,7,6
33080,0.3,59.8,64.0,814,4.34,4.29,2.58,2,6,6
33081,0.32,61.4,57.0,814,4.4,4.43,2.71,5,5,7
33082,0.46,62.6,58.0,815,4.88,4.96,3.08,3,2,5
33083,0.29,59.9,56.0,815,4.35,4.37,2.61,3,8,5
33085,0.29,61.9,56.0,815,4.22,4.24,2.62,5,6,6
33086,0.31,62.4,54.0,815,4.35,4.37,2.72,5,6,7
33087,0.31,61.7,54.0,815,4.38,4.43,2.72,5,6,7
33088,0.37,61.4,55.0,815,4.64,4.67,2.86,5,7,3
33089,0.37,61.9,54.0,815,4.63,4.65,2.87,5,7,3
33090,0.37,62.0,53.0,815,4.63,4.66,2.88,5,7,3
33091,0.31,62.3,54.0,815,4.38,4.39,2.73,5,7,5
33092,0.31,62.0,55.0,815,4.33,4.35,2.69,5,7,5
33093,0.29,61.7,55.0,815,4.25,4.28,2.63,5,7,5
33094,0.4,61.1,57.0,815,4.74,4.78,2.91,5,5,3
33095,0.29,61.9,57.0,815,4.25,4.29,2.64,5,8,6
33096,0.38,59.1,58.0,815,4.77,4.74,2.81,4,3,7
33097,0.32,61.6,54.0,816,4.43,4.46,2.74,3,6,6
33099,0.32,61.2,56.0,816,4.39,4.43,2.7,5,6,6
33100,0.32,61.5,56.0,816,4.43,4.45,2.73,5,6,6
33101,0.32,62.2,53.0,816,4.39,4.42,2.74,5,6,6
33102,0.39,62.0,57.0,816,4.68,4.74,2.92,5,4,4
33104,0.4,59.6,63.0,816,4.77,4.81,2.85,2,4,4
33105,0.31,61.0,60.0,816,4.37,4.35,2.66,4,5,6
33106,0.31,61.9,56.0,816,4.37,4.32,2.69,4,5,6
33107,0.4,58.3,62.0,816,4.86,4.81,2.82,4,3,4
33108,0.31,62.5,52.0,816,4.4,4.37,2.74,4,4,7
33109,0.31,61.7,58.0,816,4.37,4.32,2.68,4,4,7
33110,0.34,64.7,55.0,816,4.52,4.41,2.89,1,4,5
33111,0.34,59.8,56.0,816,4.55,4.54,2.72,5,4,6
33112,0.31,62.1,55.0,816,4.38,4.32,2.7,5,4,7
33113,0.31,62.5,57.0,816,4.31,4.36,2.71,5,7,4
33114,0.31,62.5,55.0,816,4.33,4.34,2.71,5,7,4
33115,0.31,60.0,57.0,816,4.39,4.41,2.64,5,8,3
33116,0.31,61.9,58.0,816,4.35,4.38,2.7,4,6,6
33117,0.31,61.0,56.0,816,4.39,4.43,2.69,5,6,6
33118,0.39,62.5,54.0,816,4.67,4.7,2.92,5,5,2
33119,0.31,63.0,58.0,816,4.29,4.32,2.71,3,7,4
33120,0.31,62.5,57.0,816,4.3,4.4,2.72,3,7,4
33121,0.31,60.4,59.0,816,4.37,4.41,2.65,3,7,4
33122,0.31,63.5,57.0,816,4.3,4.33,2.74,2,7,4
33123,0.31,61.7,56.0,816,4.33,4.36,2.68,5,6,6
33124,0.31,61.1,58.0,816,4.32,4.35,2.65,4,7,4
33125,0.31,61.6,57.0,816,4.33,4.37,2.68,5,6,6
33126,0.31,60.8,55.0,816,4.38,4.43,2.68,3,6,6
33127,0.31,61.8,56.0,816,4.36,4.38,2.7,5,8,3
33128,0.31,60.7,58.0,816,4.37,4.4,2.66,4,7,4
33129,0.31,61.9,55.0,816,4.3,4.36,2.68,5,7,4
33130,0.31,61.2,56.0,816,4.34,4.38,2.67,5,7,4
33131,0.31,61.4,58.0,816,4.33,4.36,2.67,4,6,6
33132,0.31,61.3,60.0,816,4.33,4.35,2.66,4,6,6
33133,0.31,60.8,57.0,816,4.36,4.39,2.66,5,6,6
33134,0.31,59.9,62.0,816,4.35,4.37,2.61,3,7,4
33135,0.31,62.1,59.0,816,4.34,4.39,2.71,4,7,4
33136,0.31,63.4,57.0,816,4.32,4.36,2.75,2,7,4
33137,0.31,59.5,56.0,816,4.41,4.43,2.63,5,7,4
33138,0.31,60.6,57.0,816,4.38,4.4,2.66,5,7,4
33139,0.31,62.2,59.0,816,4.3,4.32,2.68,4,7,4
33140,0.31,61.0,58.0,816,4.34,4.38,2.66,4,8,3
33141,0.31,63.1,56.0,816,4.33,4.35,2.74,2,7,4
33143,0.31,60.8,56.0,816,4.36,4.39,2.66,5,7,4
33144,0.31,62.1,59.0,816,4.32,4.35,2.69,3,7,4
33145,0.31,61.2,59.0,816,4.32,4.34,2.65,4,7,4
33146,0.31,61.4,58.0,816,4.32,4.35,2.66,4,7,4
33147,0.31,60.4,59.0,816,4.34,4.37,2.63,4,6,6
33148,0.31,61.7,57.0,816,4.34,4.38,2.69,5,7,4
33149,0.31,59.5,60.0,816,4.39,4.41,2.62,4,7,4
33150,0.31,60.5,60.0,816,4.33,4.4,2.64,4,7,4
33151,0.31,62.8,53.0,816,4.34,4.36,2.73,3,7,4
33152,0.31,62.6,61.0,816,4.28,4.31,2.69,3,7,4
33153,0.31,62.5,54.0,816,4.33,4.37,2.72,5,7,4
33154,0.31,62.1,54.0,816,4.33,4.37,2.7,5,8,3
33155,0.31,61.7,58.0,816,4.33,4.36,2.68,4,8,3
33156,0.31,61.6,55.0,816,4.35,4.38,2.69,5,6,6
33157,0.31,60.2,59.0,816,4.38,4.43,2.65,4,7,4
33158,0.31,60.7,57.0,816,4.37,4.4,2.66,5,7,4
33159,0.31,61.4,60.0,816,4.34,4.36,2.67,3,6,6
33160,0.39,62.7,58.0,817,4.65,4.67,2.92,3,6,2
33161,0.36,61.4,56.0,817,4.58,4.61,2.82,5,6,5
33162,0.25,61.3,58.0,817,4.04,4.08,2.49,5,7,5
33163,0.38,62.3,55.0,817,4.63,4.68,2.9,5,5,4
33164,0.36,61.8,56.0,817,4.55,4.58,2.82,5,5,6
33165,0.3,61.9,54.1,817,4.28,4.33,2.67,5,5,7
33166,0.37,58.4,59.0,817,4.76,4.69,2.76,4,5,4
33167,0.43,58.4,60.0,817,4.95,4.98,2.9,3,5,4
33168,0.38,58.5,59.0,818,4.76,4.82,2.8,3,4,7
33169,0.43,61.7,55.0,818,4.89,4.87,3.01,5,3,4
33170,0.41,59.5,62.0,818,4.84,4.8,2.87,4,2,6
33171,0.41,63.0,57.0,818,4.73,4.7,2.97,5,2,6
33172,0.41,63.4,58.0,818,4.75,4.71,3.0,3,2,6
33173,0.41,62.8,58.0,818,4.73,4.69,2.96,4,2,6
33174,0.41,63.3,56.0,818,4.73,4.69,2.98,3,2,6
33175,0.41,63.5,55.0,818,4.73,4.69,2.99,3,2,6
33176,0.41,63.2,58.0,818,4.72,4.68,2.97,3,2,6
33177,0.41,63.8,57.0,818,4.75,4.68,3.01,2,2,6
33179,0.41,63.1,54.0,818,4.75,4.72,2.99,3,2,7
33180,0.41,64.7,55.0,818,4.7,4.67,3.03,1,2,6
33181,0.37,62.8,55.0,818,4.61,4.63,2.9,3,5,6
33182,0.37,63.3,56.0,818,4.58,4.61,2.91,2,5,6
33183,0.4,61.3,59.0,818,4.79,4.74,2.92,3,5,3
33184,0.34,61.6,58.0,819,4.5,4.53,2.78,3,6,6
33185,0.34,61.7,56.0,819,4.49,4.51,2.78,3,7,4
33186,0.34,60.9,57.0,819,4.53,4.56,2.76,3,7,4
33187,0.36,61.6,56.0,819,4.62,4.64,2.85,5,5,5
33188,0.3,60.4,60.0,819,4.34,4.3,2.61,4,6,4
33189,0.3,63.1,54.0,819,4.34,4.28,2.72,3,7,3
33190,0.3,61.1,61.0,819,4.3,4.27,2.62,4,7,3
33191,0.3,62.6,56.0,819,4.28,4.25,2.67,5,7,3
33192,0.3,59.7,63.0,819,4.37,4.34,2.6,3,6,4
33193,0.3,62.2,54.0,819,4.33,4.29,2.68,5,6,4
33194,0.3,62.9,55.0,819,4.31,4.28,2.7,5,6,4
33195,0.3,62.9,58.0,819,4.29,4.26,2.69,4,6,4
33196,0.3,64.4,58.0,819,4.21,4.17,2.7,1,6,4
33197,0.4,62.3,57.0,819,4.68,4.73,2.93,5,5,4
33198,0.37,61.1,58.0,820,4.66,4.7,2.86,3,5,7
33199,0.35,61.8,55.0,820,4.53,4.56,2.81,5,6,4
33200,0.39,62.5,53.1,820,4.68,4.7,2.93,5,7,2
33201,0.33,61.4,55.0,820,4.46,4.48,2.74,5,7,4
33202,0.33,62.4,56.0,820,4.41,4.45,2.76,5,7,4
33204,0.33,61.6,55.0,820,4.44,4.47,2.74,5,8,3
33205,0.4,59.6,61.0,820,4.8,4.86,2.88,2,5,4
33206,0.27,61.7,57.0,820,4.21,4.12,2.57,4,8,5
33207,0.36,60.7,57.1,821,4.57,4.65,2.79,3,5,4
33208,0.32,61.3,57.0,821,4.41,4.43,2.71,5,7,3
33209,0.31,61.2,56.0,821,4.4,4.42,2.7,5,5,5
33210,0.31,61.4,55.0,821,4.39,4.4,2.7,5,5,5
33211,0.31,62.3,57.0,821,4.25,4.29,2.66,5,8,5
33213,0.34,62.2,55.0,821,4.52,4.48,2.8,4,5,4
33214,0.36,62.8,57.0,821,4.52,4.55,2.85,3,7,4
33215,0.39,60.0,57.0,821,4.7,4.76,2.84,5,4,5
33216,0.39,58.8,59.0,821,4.8,4.83,2.83,3,4,5
33217,0.36,62.3,56.0,821,4.53,4.56,2.83,5,6,4
33218,0.39,61.5,59.0,821,4.67,4.7,2.88,4,7,2
33219,0.39,62.4,58.0,821,4.61,4.65,2.89,3,4,5
33220,0.39,58.4,62.0,821,4.76,4.79,2.79,3,4,5
33221,0.36,62.3,56.0,821,4.54,4.57,2.84,5,7,3
33222,0.36,61.9,58.0,821,4.54,4.6,2.83,3,6,4
33223,0.4,61.8,58.0,822,4.69,4.72,2.91,3,5,4
33224,0.38,61.3,57.0,822,4.65,4.68,2.86,5,4,5
33225,0.33,61.1,56.0,822,4.5,4.54,2.76,5,4,7
33226,0.41,60.5,56.0,823,4.83,4.85,2.93,3,5,4
33227,0.39,60.1,59.0,823,4.77,4.74,2.86,4,3,5
33228,0.37,61.1,57.0,823,4.63,4.64,2.83,5,3,7
33229,0.4,59.1,61.0,823,4.79,4.82,2.84,2,6,3
33230,0.42,61.0,56.0,823,4.82,4.86,2.95,5,5,4
33231,0.42,62.0,57.0,823,4.79,4.82,2.98,5,6,3
33232,0.33,61.1,55.0,824,4.46,4.48,2.73,5,6,5
33233,0.33,60.7,57.0,824,4.48,4.51,2.73,5,6,5
33234,0.33,61.4,57.0,824,4.43,4.46,2.73,5,6,5
33235,0.36,61.7,56.0,824,4.59,4.62,2.84,5,7,2
33236,0.41,61.9,55.0,824,4.79,4.81,2.97,5,5,2
33237,0.41,61.4,56.0,824,4.77,4.8,2.94,5,3,5
33238,0.41,61.2,55.0,824,4.8,4.84,2.95,5,3,6
33239,0.31,61.0,56.0,824,4.4,4.35,2.67,5,5,4
33240,0.34,61.9,57.0,825,4.48,4.52,2.78,3,6,5
33241,0.34,61.0,56.0,825,4.51,4.53,2.76,3,6,5
33242,0.36,59.9,58.6,825,4.62,4.66,2.77,3,5,5
33243,0.36,60.1,59.0,825,4.62,4.66,2.78,3,5,5
33244,0.4,60.9,58.0,825,4.76,4.79,2.91,5,4,4
33245,0.45,61.6,54.0,825,4.95,4.99,3.06,5,5,2
33246,0.45,61.9,54.0,825,4.95,4.97,3.07,5,5,2
33247,0.45,62.1,55.0,825,4.9,4.92,3.05,5,5,2
33248,0.32,61.5,55.0,825,4.43,4.45,2.73,5,5,6
33249,0.32,61.8,56.0,825,4.4,4.43,2.73,5,5,6
33250,0.32,61.0,54.0,825,4.44,4.46,2.72,5,5,6
33251,0.32,61.1,55.0,825,4.44,4.46,2.72,5,5,6
33252,0.32,62.3,54.0,825,4.37,4.4,2.73,5,5,6
33253,0.28,62.0,53.0,825,4.23,4.29,2.64,5,8,5
33255,0.37,62.1,54.0,825,4.67,4.73,2.92,2,5,7
33256,0.42,61.3,58.0,825,4.8,4.83,2.95,4,4,7
33257,0.34,62.3,55.0,826,4.49,4.53,2.81,5,6,6
33258,0.3,59.5,60.0,826,4.36,4.38,2.6,5,7,6
33259,0.3,60.0,60.0,826,4.37,4.39,2.63,5,7,6
33260,0.3,62.4,55.0,826,4.32,4.34,2.7,5,7,6
33261,0.3,62.6,54.0,826,4.28,4.31,2.69,5,7,6
33263,0.4,60.9,56.0,826,4.76,4.8,2.91,5,5,2
33264,0.3,62.6,54.0,826,4.3,4.33,2.7,5,8,4
33265,0.34,58.0,61.0,826,4.56,4.58,2.65,2,6,4
33266,0.32,60.9,60.0,461,4.4,4.43,2.69,4,3,3
33268,0.32,61.8,56.0,461,4.4,4.43,2.73,3,3,3
33269,0.32,63.4,55.0,461,4.36,4.38,2.77,2,3,3
33270,0.28,60.9,57.0,462,4.22,4.25,2.58,3,5,2
33271,0.26,62.2,55.0,462,4.06,4.11,2.54,5,5,3
33272,0.28,62.2,54.0,462,4.19,4.23,2.62,5,5,3
33273,0.23,61.2,62.0,462,3.95,3.99,2.43,2,6,5
33274,0.25,64.6,56.0,462,3.97,3.99,2.57,2,6,7
33275,0.23,62.8,62.0,462,3.9,3.93,2.46,2,7,6
33276,0.31,61.5,59.0,462,4.34,4.38,2.68,3,3,4
33277,0.31,62.1,58.0,462,4.33,4.36,2.7,4,3,4
33278,0.31,63.7,58.0,462,4.27,4.3,2.73,2,2,7
33279,0.31,61.8,60.0,462,4.33,4.37,2.69,3,2,7
33280,0.31,62.9,54.0,462,4.3,4.35,2.72,3,2,7
33281,0.31,62.8,53.0,462,4.35,4.37,2.74,3,2,7
33282,0.31,63.6,54.0,462,4.31,4.34,2.75,2,2,7
33283,0.31,62.8,55.0,462,4.32,4.38,2.73,3,3,4
33284,0.31,62.2,55.0,462,4.36,4.38,2.72,5,3,4
33285,0.31,61.8,60.0,462,4.32,4.35,2.68,4,3,4
33286,0.31,62.5,55.0,462,4.3,4.34,2.7,3,2,7
33287,0.31,62.7,59.0,462,4.3,4.35,2.71,3,2,7
33288,0.31,62.1,59.0,462,4.31,4.35,2.69,4,2,7
33289,0.31,60.1,58.0,462,4.38,4.4,2.64,4,2,7
33290,0.31,63.0,58.0,462,4.3,4.34,2.72,3,3,4
33291,0.31,60.1,60.0,462,4.38,4.41,2.64,4,2,7
33292,0.31,63.2,54.0,462,4.31,4.33,2.73,2,3,4
33293,0.31,62.1,57.0,462,4.32,4.34,2.69,5,2,7
33294,0.31,63.6,57.0,462,4.29,4.33,2.74,2,3,4
33295,0.31,62.2,55.0,462,4.35,4.36,2.71,5,3,4
33296,0.31,59.0,59.0,826,4.4,4.42,2.6,2,7,6
33297,0.51,58.0,60.0,826,5.29,5.23,3.05,4,1,6
33298,0.4,63.4,54.4,826,4.68,4.73,2.99,2,4,5
33299,0.31,61.1,56.0,826,4.35,4.42,2.68,3,7,7
33300,0.38,60.9,61.0,827,4.66,4.73,2.86,3,8,1
33301,0.33,61.3,56.0,827,4.43,4.47,2.73,5,6,3
33302,0.28,61.1,55.0,827,4.23,4.28,2.6,5,6,7
33303,0.4,61.2,62.0,827,4.7,4.75,2.89,2,4,7
33304,0.41,64.4,57.0,827,4.67,4.71,3.02,2,5,5
33305,0.41,62.8,58.0,827,4.67,4.7,2.94,2,5,6
33306,0.35,63.3,57.0,827,4.53,4.51,2.86,3,3,7
33307,0.35,62.3,55.0,827,4.56,4.52,2.83,5,3,7
33308,0.35,60.7,57.0,827,4.57,4.53,2.76,5,3,7
33309,0.35,60.2,57.0,827,4.61,4.56,2.76,4,3,7
33310,0.35,61.6,57.0,827,4.55,4.54,2.8,5,3,7
33311,0.35,61.8,59.0,827,4.56,4.54,2.81,4,3,7
33312,0.35,61.0,60.0,827,4.58,4.54,2.78,4,3,7
33314,0.35,60.8,55.0,827,4.59,4.56,2.78,5,3,7
33315,0.35,61.6,55.0,827,4.56,4.53,2.8,5,3,7
33317,0.35,62.3,55.0,827,4.54,4.51,2.82,5,3,7
33318,0.35,60.9,58.0,827,4.55,4.52,2.76,4,3,7
33319,0.35,62.3,57.0,827,4.52,4.5,2.81,5,3,7
33320,0.35,61.6,56.0,827,4.53,4.49,2.78,5,3,7
33321,0.35,62.7,56.0,827,4.51,4.49,2.82,5,3,7
33322,0.35,63.0,57.0,827,4.52,4.46,2.83,5,3,7
33323,0.35,61.3,57.0,827,4.57,4.54,2.79,5,3,7
33324,0.38,60.6,56.0,827,4.73,4.7,2.86,5,2,5
33325,0.5,57.5,66.0,827,5.3,5.17,3.01,1,1,5
33326,0.41,61.6,57.0,827,4.76,4.78,2.94,5,6,2
33327,0.41,60.9,61.0,827,4.74,4.75,2.89,3,4,4
33328,0.41,63.5,57.0,827,4.72,4.76,3.01,2,6,2
33329,0.41,59.8,61.0,827,4.78,4.82,2.87,3,4,4
33330,0.32,61.1,56.0,827,4.42,4.45,2.71,5,7,5
33331,0.41,59.8,58.0,827,4.8,4.84,2.88,4,4,4
33332,0.41,59.2,58.0,827,4.8,4.83,2.85,4,4,4
33334,0.41,62.1,57.0,827,4.72,4.78,2.95,5,4,4
33335,0.41,60.8,59.0,827,4.78,4.8,2.91,4,4,4
33336,0.41,62.4,60.0,827,4.7,4.73,2.94,4,6,2
33337,0.41,59.9,59.0,827,4.82,4.86,2.9,3,4,4
33338,0.41,59.7,59.0,827,4.81,4.84,2.88,4,4,4
33339,0.41,62.7,56.0,827,4.73,4.77,2.98,5,5,3
33340,0.41,62.4,58.0,827,4.72,4.76,2.96,4,4,4
33341,0.41,62.6,58.0,827,4.71,4.74,2.96,4,4,4
33342,0.41,62.7,56.0,827,4.71,4.76,2.97,5,4,4
33343,0.41,61.8,59.0,827,4.72,4.76,2.93,4,4,4
33344,0.41,61.4,59.0,827,4.75,4.79,2.93,4,4,4
